school,conference,athletics_domain,platform,url_2026,url_2025,url_2024,url_2023,url_2022,notes
Bard College,Liberty League,bardathletics.com,sidearm,https://bardathletics.com/sports/baseball/stats/2026,https://bardathletics.com/sports/baseball/stats/2025,https://bardathletics.com/sports/baseball/stats/2024,https://bardathletics.com/sports/baseball/stats/2023,https://bardathletics.com/sports/baseball/stats/2022,confirmed via search results
Clarkson University,Liberty League,clarksonathletics.com,sidearm,https://clarksonathletics.com/sports/baseball/stats/2026,https://clarksonathletics.com/sports/baseball/stats/2025,https://clarksonathletics.com/sports/baseball/stats/2024,https://clarksonathletics.com/sports/baseball/stats/2023,https://clarksonathletics.com/sports/baseball/stats/2022,confirmed via search results
Hobart College,Liberty League,hwsathletics.com,sidearm,https://hwsathletics.com/sports/baseball/stats/2026,https://hwsathletics.com/sports/baseball/stats/2025,https://hwsathletics.com/sports/baseball/stats/2024,https://hwsathletics.com/sports/baseball/stats/2023,https://hwsathletics.com/sports/baseball/stats/2022,uses sport slug base not baseball; confirmed via search results
Ithaca College,Liberty League,athletics.ithaca.edu,sidearm,https://athletics.ithaca.edu/sports/baseball/stats/2026,https://athletics.ithaca.edu/sports/baseball/stats/2025,https://athletics.ithaca.edu/sports/baseball/stats/2024,https://athletics.ithaca.edu/sports/baseball/stats/2023,https://athletics.ithaca.edu/sports/baseball/stats/2022,Sidearm confirmed via box score URLs
Rensselaer Polytechnic Institute (RPI),Liberty League,rpiathletics.com,sidearm,https://rpiathletics.com/sports/baseball/stats/2026,https://rpiathletics.com/sports/baseball/stats/2025,https://rpiathletics.com/sports/baseball/stats/2024,https://rpiathletics.com/sports/baseball/stats/2023,https://rpiathletics.com/sports/baseball/stats/2022,Sidearm confirmed via box score URLs
Rochester Institute of Technology (RIT),Liberty League,ritathletics.com,sidearm,https://ritathletics.com/sports/baseball/stats/2026,https://ritathletics.com/sports/baseball/stats/2025,https://ritathletics.com/sports/baseball/stats/2024,https://ritathletics.com/sports/baseball/stats/2023,https://ritathletics.com/sports/baseball/stats/2022,confirmed via search results
Skidmore College,Liberty League,skidmoreathletics.com,sidearm,https://skidmoreathletics.com/sports/baseball/stats/2026,https://skidmoreathletics.com/sports/baseball/stats/2025,https://skidmoreathletics.com/sports/baseball/stats/2024,https://skidmoreathletics.com/sports/baseball/stats/2023,https://skidmoreathletics.com/sports/baseball/stats/2022,2022 stats URL directly confirmed
St. Lawrence University,Liberty League,saintsathletics.com,sidearm,https://saintsathletics.com/sports/baseball/stats/2026,https://saintsathletics.com/sports/baseball/stats/2025,https://saintsathletics.com/sports/baseball/stats/2024,https://saintsathletics.com/sports/baseball/stats/2023,https://saintsathletics.com/sports/baseball/stats/2022,confirmed via search results
Union College,Liberty League,unionathletics.com,sidearm,https://unionathletics.com/sports/baseball/stats/2026,https://unionathletics.com/sports/baseball/stats/2025,https://unionathletics.com/sports/baseball/stats/2024,https://unionathletics.com/sports/baseball/stats/2023,https://unionathletics.com/sports/baseball/stats/2022,Sidearm confirmed via box score URLs
University of Rochester,Liberty League,uofrathletics.com,sidearm,https://uofrathletics.com/sports/baseball/stats/2026,https://uofrathletics.com/sports/baseball/stats/2025,https://uofrathletics.com/sports/baseball/stats/2024,https://uofrathletics.com/sports/baseball/stats/2023,https://uofrathletics.com/sports/baseball/stats/2022,confirmed via search results
Vassar College,Liberty League,www.vassarathletics.com,sidearm,https://www.vassarathletics.com/sports/baseball/stats/2026,https://www.vassarathletics.com/sports/baseball/stats/2025,https://www.vassarathletics.com/sports/baseball/stats/2024,https://www.vassarathletics.com/sports/baseball/stats/2023,https://www.vassarathletics.com/sports/baseball/stats/2022,confirmed via stats PDF URL pattern
Alfred University,Empire 8,gosaxons.com,sidearm,https://gosaxons.com/sports/baseball/stats/2026,https://gosaxons.com/sports/baseball/stats/2025,https://gosaxons.com/sports/baseball/stats/2024,https://gosaxons.com/sports/baseball/stats/2023,https://gosaxons.com/sports/baseball/stats/2022,confirmed via search results; do not confuse with Alfred State
Elmira College,Empire 8,athletics.elmira.edu,sidearm,https://athletics.elmira.edu/sports/baseball/stats/2026,https://athletics.elmira.edu/sports/baseball/stats/2025,https://athletics.elmira.edu/sports/baseball/stats/2024,https://athletics.elmira.edu/sports/baseball/stats/2023,https://athletics.elmira.edu/sports/baseball/stats/2022,confirmed via search results
Hartwick College,Empire 8,www.hartwickhawks.com,sidearm,https://www.hartwickhawks.com/sports/baseball/stats/2026,https://www.hartwickhawks.com/sports/baseball/stats/2025,https://www.hartwickhawks.com/sports/baseball/stats/2024,https://www.hartwickhawks.com/sports/baseball/stats/2023,https://www.hartwickhawks.com/sports/baseball/stats/2022,Sidearm site confirmed via other sports; baseball slug inferred (best guess)
Houghton University,Empire 8,athletics.houghton.edu,sidearm,https://athletics.houghton.edu/sports/baseball/stats/2026,https://athletics.houghton.edu/sports/baseball/stats/2025,https://athletics.houghton.edu/sports/baseball/stats/2024,https://athletics.houghton.edu/sports/baseball/stats/2023,https://athletics.houghton.edu/sports/baseball/stats/2022,confirmed via search results
Keuka College,Empire 8,keukaathletics.com,sidearm,https://keukaathletics.com/sports/baseball/stats/2026,https://keukaathletics.com/sports/baseball/stats/2025,https://keukaathletics.com/sports/baseball/stats/2024,https://keukaathletics.com/sports/baseball/stats/2023,https://keukaathletics.com/sports/baseball/stats/2022,confirmed via search results
Nazareth University,Empire 8,nazathletics.com,sidearm,https://nazathletics.com/sports/baseball/stats/2026,https://nazathletics.com/sports/baseball/stats/2025,https://nazathletics.com/sports/baseball/stats/2024,https://nazathletics.com/sports/baseball/stats/2023,https://nazathletics.com/sports/baseball/stats/2022,Sidearm confirmed via softball stats page; baseball URL inferred from same pattern
Russell Sage College,Empire 8,www.sagegators.com,presto,https://www.sagegators.com/sports/bsb/2025-26/teams/sage?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.sagegators.com/sports/bsb/2024-25/teams/sage?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.sagegators.com/sports/bsb/2023-24/teams/sage?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.sagegators.com/sports/bsb/2022-23/teams/sage?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.sagegators.com/sports/bsb/2021-22/teams/sage?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,"2025-26, 2024-25, 2022-23 confirmed; 2023-24 and 2021-22 inferred"
St. John Fisher University,Empire 8,sjfathletics.com,sidearm,https://sjfathletics.com/sports/baseball/stats/2026,https://sjfathletics.com/sports/baseball/stats/2025,https://sjfathletics.com/sports/baseball/stats/2024,https://sjfathletics.com/sports/baseball/stats/2023,https://sjfathletics.com/sports/baseball/stats/2022,2023 stats URL directly confirmed
SUNY Brockport,Empire 8,gobrockport.com,sidearm,https://gobrockport.com/sports/baseball/stats/2026,https://gobrockport.com/sports/baseball/stats/2025,https://gobrockport.com/sports/baseball/stats/2024,https://gobrockport.com/sports/baseball/stats/2023,https://gobrockport.com/sports/baseball/stats/2022,Sidearm confirmed via box score URLs
SUNY Polytechnic Institute,Empire 8,wildcats.sunypoly.edu,sidearm,https://wildcats.sunypoly.edu/sports/baseball/stats/2026,https://wildcats.sunypoly.edu/sports/baseball/stats/2025,https://wildcats.sunypoly.edu/sports/baseball/stats/2024,https://wildcats.sunypoly.edu/sports/baseball/stats/2023,https://wildcats.sunypoly.edu/sports/baseball/stats/2022,confirmed via search results
Utica University,Empire 8,uticapioneers.com,sidearm,https://uticapioneers.com/sports/baseball/stats/2026,https://uticapioneers.com/sports/baseball/stats/2025,https://uticapioneers.com/sports/baseball/stats/2024,https://uticapioneers.com/sports/baseball/stats/2023,https://uticapioneers.com/sports/baseball/stats/2022,confirmed via search results
SUNY Cortland,SUNYAC,www.cortlandreddragons.com,sidearm,https://www.cortlandreddragons.com/sports/baseball/stats/2026,https://www.cortlandreddragons.com/sports/baseball/stats/2025,https://www.cortlandreddragons.com/sports/baseball/stats/2024,https://www.cortlandreddragons.com/sports/baseball/stats/2023,https://www.cortlandreddragons.com/sports/baseball/stats/2022,confirmed via search (stats/2025 seen)
SUNY Canton,SUNYAC,rooathletics.com,sidearm,https://rooathletics.com/sports/baseball/stats/2026,https://rooathletics.com/sports/baseball/stats/2025,https://rooathletics.com/sports/baseball/stats/2024,https://rooathletics.com/sports/baseball/stats/2023,https://rooathletics.com/sports/baseball/stats/2022,joined SUNYAC in 2025; earlier seasons played in NAC
SUNY Fredonia,SUNYAC,fredoniabluedevils.com,sidearm,https://fredoniabluedevils.com/sports/baseball/stats/2026,https://fredoniabluedevils.com/sports/baseball/stats/2025,https://fredoniabluedevils.com/sports/baseball/stats/2024,https://fredoniabluedevils.com/sports/baseball/stats/2023,https://fredoniabluedevils.com/sports/baseball/stats/2022,also on sunyacsports.com presto site
SUNY New Paltz,SUNYAC,nphawks.com,sidearm,https://nphawks.com/sports/baseball/stats/2026,https://nphawks.com/sports/baseball/stats/2025,https://nphawks.com/sports/baseball/stats/2024,https://nphawks.com/sports/baseball/stats/2023,https://nphawks.com/sports/baseball/stats/2022,confirmed via search
SUNY Oneonta,SUNYAC,oneontaathletics.com,sidearm,https://oneontaathletics.com/sports/baseball/stats/2026,https://oneontaathletics.com/sports/baseball/stats/2025,https://oneontaathletics.com/sports/baseball/stats/2024,https://oneontaathletics.com/sports/baseball/stats/2023,https://oneontaathletics.com/sports/baseball/stats/2022,stats path inferred from confirmed Sidearm site (schedule/2025 seen); also on sunyacsports.com
SUNY Oswego,SUNYAC,oswegolakers.com,sidearm,https://oswegolakers.com/sports/baseball/stats/2026,https://oswegolakers.com/sports/baseball/stats/2025,https://oswegolakers.com/sports/baseball/stats/2024,https://oswegolakers.com/sports/baseball/stats/2023,https://oswegolakers.com/sports/baseball/stats/2022,confirmed via search
SUNY Plattsburgh,SUNYAC,gocardinalsports.com,sidearm,https://gocardinalsports.com/sports/baseball/stats/2026,https://gocardinalsports.com/sports/baseball/stats/2025,https://gocardinalsports.com/sports/baseball/stats/2024,https://gocardinalsports.com/sports/baseball/stats/2023,https://gocardinalsports.com/sports/baseball/stats/2022,confirmed via search (stats/2025 seen)
Farmingdale State College,Skyline,farmingdalesports.com,sidearm,https://farmingdalesports.com/sports/baseball/stats/2026,https://farmingdalesports.com/sports/baseball/stats/2025,https://farmingdalesports.com/sports/baseball/stats/2024,https://farmingdalesports.com/sports/baseball/stats/2023,https://farmingdalesports.com/sports/baseball/stats/2022,confirmed via search
Manhattanville University,Skyline,govaliants.com,sidearm,https://govaliants.com/sports/baseball/stats/2026,https://govaliants.com/sports/baseball/stats/2025,https://govaliants.com/sports/baseball/stats/2024,https://govaliants.com/sports/baseball/stats/2023,https://govaliants.com/sports/baseball/stats/2022,confirmed via search (stats/2025 seen)
Mount Saint Mary College,Skyline,msmcknights.com,sidearm,https://msmcknights.com/sports/baseball/stats/2026,https://msmcknights.com/sports/baseball/stats/2025,https://msmcknights.com/sports/baseball/stats/2024,https://msmcknights.com/sports/baseball/stats/2023,https://msmcknights.com/sports/baseball/stats/2022,confirmed via search
University of Mount Saint Vincent,Skyline,umsvathletics.com,sidearm,https://umsvathletics.com/sports/baseball/stats/2026,https://umsvathletics.com/sports/baseball/stats/2025,https://umsvathletics.com/sports/baseball/stats/2024,https://umsvathletics.com/sports/baseball/stats/2023,https://umsvathletics.com/sports/baseball/stats/2022,confirmed via search
Purchase College (SUNY),Skyline,www.purchasecollegeathletics.com,sidearm,https://www.purchasecollegeathletics.com/sports/baseball/stats/2026,https://www.purchasecollegeathletics.com/sports/baseball/stats/2025,https://www.purchasecollegeathletics.com/sports/baseball/stats/2024,https://www.purchasecollegeathletics.com/sports/baseball/stats/2023,https://www.purchasecollegeathletics.com/sports/baseball/stats/2022,confirmed via search (stats/2025 seen)
St. Joseph's University - Brooklyn,Skyline,sjbkathletics.com,sidearm,https://sjbkathletics.com/sports/baseball/stats/2026,https://sjbkathletics.com/sports/baseball/stats/2025,https://sjbkathletics.com/sports/baseball/stats/2024,https://sjbkathletics.com/sports/baseball/stats/2023,https://sjbkathletics.com/sports/baseball/stats/2022,confirmed via search
St. Joseph's University - Long Island,Skyline,sjliathletics.com,sidearm,https://sjliathletics.com/sports/baseball/stats/2026,https://sjliathletics.com/sports/baseball/stats/2025,https://sjliathletics.com/sports/baseball/stats/2024,https://sjliathletics.com/sports/baseball/stats/2023,https://sjliathletics.com/sports/baseball/stats/2022,older seasons archived on presto at sjclongisland.prestosports.com/sports/bsb/archive; 2022-2023 may live there
SUNY Maritime College,Skyline,maritimeathletics.com,sidearm,https://maritimeathletics.com/sports/baseball/stats/2026,https://maritimeathletics.com/sports/baseball/stats/2025,https://maritimeathletics.com/sports/baseball/stats/2024,https://maritimeathletics.com/sports/baseball/stats/2023,https://maritimeathletics.com/sports/baseball/stats/2022,confirmed via search
SUNY Old Westbury,Skyline,www.oldwestburypanthers.com,sidearm,https://www.oldwestburypanthers.com/sports/baseball/stats/2026,https://www.oldwestburypanthers.com/sports/baseball/stats/2025,https://www.oldwestburypanthers.com/sports/baseball/stats/2024,https://www.oldwestburypanthers.com/sports/baseball/stats/2023,https://www.oldwestburypanthers.com/sports/baseball/stats/2022,confirmed via search (stats/2025 seen)
U.S. Merchant Marine Academy,Skyline,www.usmmasports.com,sidearm,https://www.usmmasports.com/sports/baseball/stats/2026,https://www.usmmasports.com/sports/baseball/stats/2025,https://www.usmmasports.com/sports/baseball/stats/2024,https://www.usmmasports.com/sports/baseball/stats/2023,https://www.usmmasports.com/sports/baseball/stats/2022,confirmed via search (stats/2025 seen)
Yeshiva University,Skyline,yumacs.com,sidearm,https://yumacs.com/sports/baseball/stats/2026,https://yumacs.com/sports/baseball/stats/2025,https://yumacs.com/sports/baseball/stats/2024,https://yumacs.com/sports/baseball/stats/2023,https://yumacs.com/sports/baseball/stats/2022,confirmed via search (stats/2025 seen)
Baruch College,CUNYAC,athletics.baruch.cuny.edu,sidearm,https://athletics.baruch.cuny.edu/sports/baseball/stats/2026,https://athletics.baruch.cuny.edu/sports/baseball/stats/2025,https://athletics.baruch.cuny.edu/sports/baseball/stats/2024,https://athletics.baruch.cuny.edu/sports/baseball/stats/2023,https://athletics.baruch.cuny.edu/sports/baseball/stats/2022,confirmed via search (stats/2025 and 2026 seen)
City College of New York (CCNY),CUNYAC,ccnyathletics.com,sidearm,https://ccnyathletics.com/sports/baseball/stats/2026,https://ccnyathletics.com/sports/baseball/stats/2025,https://ccnyathletics.com/sports/baseball/stats/2024,https://ccnyathletics.com/sports/baseball/stats/2023,https://ccnyathletics.com/sports/baseball/stats/2022,pattern confirmed via boxscore URLs on ccnyathletics.com
John Jay College,CUNYAC,johnjayathletics.com,sidearm,https://johnjayathletics.com/sports/baseball/stats/2026,https://johnjayathletics.com/sports/baseball/stats/2025,https://johnjayathletics.com/sports/baseball/stats/2024,https://johnjayathletics.com/sports/baseball/stats/2023,https://johnjayathletics.com/sports/baseball/stats/2022,confirmed via search (stats/2025 seen)
Lehman College,CUNYAC,lehmanathletics.com,sidearm,https://lehmanathletics.com/sports/baseball/stats/2026,https://lehmanathletics.com/sports/baseball/stats/2025,https://lehmanathletics.com/sports/baseball/stats/2024,https://lehmanathletics.com/sports/baseball/stats/2023,https://lehmanathletics.com/sports/baseball/stats/2022,pattern confirmed via boxscore URLs on lehmanathletics.com
Cairn University,United East,www.cairnhighlanders.com,sidearm,https://www.cairnhighlanders.com/sports/baseball/stats/2026,https://www.cairnhighlanders.com/sports/baseball/stats/2025,https://www.cairnhighlanders.com/sports/baseball/stats/2024,https://www.cairnhighlanders.com/sports/baseball/stats/2023,https://www.cairnhighlanders.com/sports/baseball/stats/2022,confirmed via search
Keystone College,United East,www.gokcgiants.com,sidearm,https://www.gokcgiants.com/sports/baseball/stats/2026,https://www.gokcgiants.com/sports/baseball/stats/2025,https://www.gokcgiants.com/sports/baseball/stats/2024,https://www.gokcgiants.com/sports/baseball/stats/2023,https://www.gokcgiants.com/sports/baseball/stats/2022,confirmed via search (stats/2023 seen)
Lancaster Bible College,United East,lbcchargers.com,sidearm,https://lbcchargers.com/sports/baseball/stats/2026,https://lbcchargers.com/sports/baseball/stats/2025,https://lbcchargers.com/sports/baseball/stats/2024,https://lbcchargers.com/sports/baseball/stats/2023,https://lbcchargers.com/sports/baseball/stats/2022,confirmed via search
Penn State Abington,United East,abingtonsports.com,sidearm,https://abingtonsports.com/sports/baseball/stats/2026,https://abingtonsports.com/sports/baseball/stats/2025,https://abingtonsports.com/sports/baseball/stats/2024,https://abingtonsports.com/sports/baseball/stats/2023,https://abingtonsports.com/sports/baseball/stats/2022,confirmed via search (stats/2025 seen)
Penn State Berks,United East,psuberksathletics.com,sidearm,https://psuberksathletics.com/sports/baseball/stats/2026,https://psuberksathletics.com/sports/baseball/stats/2025,https://psuberksathletics.com/sports/baseball/stats/2024,https://psuberksathletics.com/sports/baseball/stats/2023,https://psuberksathletics.com/sports/baseball/stats/2022,confirmed via search
Penn State Brandywine,United East,www.psubrandywineathletics.com,presto,https://www.psubrandywineathletics.com/sports/bsb/2025-26/teams/pennstbrandywine?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.psubrandywineathletics.com/sports/bsb/2024-25/teams/pennstbrandywine?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.psubrandywineathletics.com/sports/bsb/2023-24/teams/pennstbrandywine,https://www.psubrandywineathletics.com/sports/bsb/2022-23/teams/pennstbrandywine,https://www.psubrandywineathletics.com/sports/bsb/2021-22/teams/pennstbrandywine,presto pattern confirmed for 2024-25 and 2025-26; first D3 season 2025 (was USCAA before) so 2022-2024 pages may be sparse or absent
Penn State Harrisburg,United East,psuharrisburgsports.com,sidearm,https://psuharrisburgsports.com/sports/baseball/stats/2026,https://psuharrisburgsports.com/sports/baseball/stats/2025,https://psuharrisburgsports.com/sports/baseball/stats/2024,https://psuharrisburgsports.com/sports/baseball/stats/2023,https://psuharrisburgsports.com/sports/baseball/stats/2022,confirmed via search (stats/2025 seen)
St. Mary's College of Maryland,United East,smcmathletics.com,sidearm,https://smcmathletics.com/sports/baseball/stats/2026,https://smcmathletics.com/sports/baseball/stats/2025,https://smcmathletics.com/sports/baseball/stats/2024,https://smcmathletics.com/sports/baseball/stats/2023,https://smcmathletics.com/sports/baseball/stats/2022,confirmed via search; do not confuse with smcgaels.com (Saint Mary's CA)
Wilson College,United East,wilsonphoenix.com,sidearm,https://wilsonphoenix.com/sports/baseball/stats/2026,https://wilsonphoenix.com/sports/baseball/stats/2025,https://wilsonphoenix.com/sports/baseball/stats/2024,https://wilsonphoenix.com/sports/baseball/stats/2023,https://wilsonphoenix.com/sports/baseball/stats/2022,confirmed via search
Centenary University (NJ),Atlantic East,centenarycyclones.com,sidearm,https://centenarycyclones.com/sports/baseball/stats/2026,https://centenarycyclones.com/sports/baseball/stats/2025,https://centenarycyclones.com/sports/baseball/stats/2024,https://centenarycyclones.com/sports/baseball/stats/2023,https://centenarycyclones.com/sports/baseball/stats/2022,verified via search
Gwynedd Mercy University,Atlantic East,gwyneddathletics.com,sidearm,https://gwyneddathletics.com/sports/baseball/stats/2026,https://gwyneddathletics.com/sports/baseball/stats/2025,https://gwyneddathletics.com/sports/baseball/stats/2024,https://gwyneddathletics.com/sports/baseball/stats/2023,https://gwyneddathletics.com/sports/baseball/stats/2022,verified via search
Immaculata University,Atlantic East,gomightymacs.com,sidearm,https://gomightymacs.com/sports/baseball/stats/2026,https://gomightymacs.com/sports/baseball/stats/2025,https://gomightymacs.com/sports/baseball/stats/2024,https://gomightymacs.com/sports/baseball/stats/2023,https://gomightymacs.com/sports/baseball/stats/2022,verified via search
Marymount University (VA),Atlantic East,marymountsaints.com,sidearm,https://marymountsaints.com/sports/baseball/stats/2026,https://marymountsaints.com/sports/baseball/stats/2025,https://marymountsaints.com/sports/baseball/stats/2024,https://marymountsaints.com/sports/baseball/stats/2023,https://marymountsaints.com/sports/baseball/stats/2022,verified via search
Marywood University,Atlantic East,marywoodpacers.com,sidearm,https://marywoodpacers.com/sports/baseball/stats/2026,https://marywoodpacers.com/sports/baseball/stats/2025,https://marywoodpacers.com/sports/baseball/stats/2024,https://marywoodpacers.com/sports/baseball/stats/2023,https://marywoodpacers.com/sports/baseball/stats/2022,verified via search
Neumann University,Atlantic East,neumannathletics.com,sidearm,https://www.neumannathletics.com/sports/baseball/stats/2026,https://www.neumannathletics.com/sports/baseball/stats/2025,https://www.neumannathletics.com/sports/baseball/stats/2024,https://www.neumannathletics.com/sports/baseball/stats/2023,https://www.neumannathletics.com/sports/baseball/stats/2022,verified via search; site uses www prefix
Saint Elizabeth University,Atlantic East,seueagles.com,sidearm,https://seueagles.com/sports/baseball/stats/2026,https://seueagles.com/sports/baseball/stats/2025,https://seueagles.com/sports/baseball/stats/2024,https://seueagles.com/sports/baseball/stats/2023,https://seueagles.com/sports/baseball/stats/2022,verified via search; listed in United East for 2025 baseball
Dickinson College,Centennial,dickinsonathletics.com,sidearm,https://dickinsonathletics.com/sports/baseball/stats/2026,https://dickinsonathletics.com/sports/baseball/stats/2025,https://dickinsonathletics.com/sports/baseball/stats/2024,https://dickinsonathletics.com/sports/baseball/stats/2023,https://dickinsonathletics.com/sports/baseball/stats/2022,verified via search
Franklin & Marshall College,Centennial,godiplomats.com,sidearm,https://godiplomats.com/sports/baseball/stats/2026,https://godiplomats.com/sports/baseball/stats/2025,https://godiplomats.com/sports/baseball/stats/2024,https://godiplomats.com/sports/baseball/stats/2023,https://godiplomats.com/sports/baseball/stats/2022,verified via search
Gettysburg College,Centennial,gettysburgsports.com,sidearm,https://gettysburgsports.com/sports/baseball/stats/2026,https://gettysburgsports.com/sports/baseball/stats/2025,https://gettysburgsports.com/sports/baseball/stats/2024,https://gettysburgsports.com/sports/baseball/stats/2023,https://gettysburgsports.com/sports/baseball/stats/2022,verified via search
Haverford College,Centennial,haverfordathletics.com,sidearm,https://haverfordathletics.com/sports/baseball/stats/2026,https://haverfordathletics.com/sports/baseball/stats/2025,https://haverfordathletics.com/sports/baseball/stats/2024,https://haverfordathletics.com/sports/baseball/stats/2023,https://haverfordathletics.com/sports/baseball/stats/2022,sidearm schedule URL verified; legacy presto pages exist at /sports/bsb
Johns Hopkins University,Centennial,hopkinssports.com,sidearm,https://hopkinssports.com/sports/baseball/stats/2026,https://hopkinssports.com/sports/baseball/stats/2025,https://hopkinssports.com/sports/baseball/stats/2024,https://hopkinssports.com/sports/baseball/stats/2023,https://hopkinssports.com/sports/baseball/stats/2022,verified via search
McDaniel College,Centennial,mcdanielathletics.com,sidearm,https://mcdanielathletics.com/sports/baseball/stats/2026,https://mcdanielathletics.com/sports/baseball/stats/2025,https://mcdanielathletics.com/sports/baseball/stats/2024,https://mcdanielathletics.com/sports/baseball/stats/2023,https://mcdanielathletics.com/sports/baseball/stats/2022,verified via search
Muhlenberg College,Centennial,muhlenbergsports.com,sidearm,https://muhlenbergsports.com/sports/baseball/stats/2026,https://muhlenbergsports.com/sports/baseball/stats/2025,https://muhlenbergsports.com/sports/baseball/stats/2024,https://muhlenbergsports.com/sports/baseball/stats/2023,https://muhlenbergsports.com/sports/baseball/stats/2022,verified via search
Swarthmore College,Centennial,swarthmoreathletics.com,sidearm,https://swarthmoreathletics.com/sports/baseball/stats/2026,https://swarthmoreathletics.com/sports/baseball/stats/2025,https://swarthmoreathletics.com/sports/baseball/stats/2024,https://swarthmoreathletics.com/sports/baseball/stats/2023,https://swarthmoreathletics.com/sports/baseball/stats/2022,verified via search
Ursinus College,Centennial,ursinusathletics.com,sidearm,https://ursinusathletics.com/sports/baseball/stats/2026,https://ursinusathletics.com/sports/baseball/stats/2025,https://ursinusathletics.com/sports/baseball/stats/2024,https://ursinusathletics.com/sports/baseball/stats/2023,https://ursinusathletics.com/sports/baseball/stats/2022,verified via search; older seasons archived at ursinus.prestosports.com
Washington College,Centennial,washcollsports.com,sidearm,https://washcollsports.com/sports/baseball/stats/2026,https://washcollsports.com/sports/baseball/stats/2025,https://washcollsports.com/sports/baseball/stats/2024,https://washcollsports.com/sports/baseball/stats/2023,https://washcollsports.com/sports/baseball/stats/2022,verified via search
Catholic University of America,Landmark,catholicathletics.com,sidearm,https://catholicathletics.com/sports/baseball/stats/2026,https://catholicathletics.com/sports/baseball/stats/2025,https://catholicathletics.com/sports/baseball/stats/2024,https://catholicathletics.com/sports/baseball/stats/2023,https://catholicathletics.com/sports/baseball/stats/2022,verified via search
Drew University,Landmark,drewrangers.com,sidearm,https://drewrangers.com/sports/baseball/stats/2026,https://drewrangers.com/sports/baseball/stats/2025,https://drewrangers.com/sports/baseball/stats/2024,https://drewrangers.com/sports/baseball/stats/2023,https://drewrangers.com/sports/baseball/stats/2022,verified via search
Elizabethtown College,Landmark,etownbluejays.com,sidearm,https://etownbluejays.com/sports/baseball/stats/2026,https://etownbluejays.com/sports/baseball/stats/2025,https://etownbluejays.com/sports/baseball/stats/2024,https://etownbluejays.com/sports/baseball/stats/2023,https://etownbluejays.com/sports/baseball/stats/2022,verified via search
Juniata College,Landmark,juniatasports.net,presto,https://juniatasports.net/sports/bsb/2025-26/teams/juniata?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://juniatasports.net/sports/bsb/2024-25/teams/juniata?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://juniatasports.net/sports/bsb/2023-24/teams/juniata?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://juniatasports.net/sports/bsb/2022-23/teams/juniata?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://juniatasports.net/sports/bsb/2021-22/teams/juniata?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,domain DNS-verified; pattern unconfirmed; older seasons may use presto /sports/bsb/YYYY-YY
Lycoming College,Landmark,lycomingathletics.com,sidearm,https://lycomingathletics.com/sports/baseball/stats/2026,https://lycomingathletics.com/sports/baseball/stats/2025,https://lycomingathletics.com/sports/baseball/stats/2024,https://lycomingathletics.com/sports/baseball/stats/2023,https://lycomingathletics.com/sports/baseball/stats/2022,domain DNS-verified; pattern unconfirmed best guess
Moravian University,Landmark,moraviansports.com,presto,https://www.moraviansports.com/sports/bsb/2025-26/teams/moravian?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.moraviansports.com/sports/bsb/2024-25/teams/moravian?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.moraviansports.com/sports/bsb/2023-24/teams/moravian?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.moraviansports.com/sports/bsb/2022-23/teams/moravian?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.moraviansports.com/sports/bsb/2021-22/teams/moravian?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,domain DNS-verified; pattern unconfirmed best guess
University of Scranton,Landmark,athletics.scranton.edu,sidearm,https://athletics.scranton.edu/sports/baseball/stats/2026,https://athletics.scranton.edu/sports/baseball/stats/2025,https://athletics.scranton.edu/sports/baseball/stats/2024,https://athletics.scranton.edu/sports/baseball/stats/2023,https://athletics.scranton.edu/sports/baseball/stats/2022,domain DNS-verified; pattern unconfirmed best guess
Susquehanna University,Landmark,gosusqu.com,sidearm,https://suriverhawks.com/sports/baseball/stats/2026,https://suriverhawks.com/sports/baseball/stats/2025,https://suriverhawks.com/sports/baseball/stats/2024,https://suriverhawks.com/sports/baseball/stats/2023,https://suriverhawks.com/sports/baseball/stats/2022,domain DNS-verified; pattern unconfirmed best guess
